City;Removes;Includes
BALNEARIO CAMBORIU; Centro_1, Centro_2, Jardim Parque Bandeirantes, Nova Esperança; https://gitlab.com/codeplaydata/api-module/tesa/-/raw/main/src/neighborhood_includes/balneario%20camboriu/nova%20esperanca.geojson, https://gitlab.com/codeplaydata/api-module/tesa/-/raw/main/src/neighborhood_includes/balneario%20camboriu/regiao%20das%20praias.geojson
